preflop,flop,turn,river,total
"(0.0287, 0.0287)","(0.0468, 0.0755)","(0.078, 0.1535)","(0.156, 0.3095)",0.3095
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.03, 0.03)",0.03
"(0.025, 0.025)","(0.11, 0.135)","(0.2275, 0.36250000000000004)","(0, 0.36250000000000004)",0.36250000000000004
"(0.0225, 0.0225)","(0.075, 0.0975)","(0.3, 0.39749999999999996)","(0, 0.39749999999999996)",0.39749999999999996
"(0.0275, 0.0275)","(0.0, 0.0275)","(0.035, 0.0625)","(0, 0.0625)",0.0625
"(0.025, 0.025)","(0.0, 0.025)","(0.023, 0.048)","(0.0757, 0.1237)",0.1237
"(0.03, 0.03)","(0.03, 0.06)","(0.16, 0.22)","(0, 0.22)",0.22
"(0.0225, 0.0225)","(0.035, 0.0575)","(0.09, 0.1475)","(0, 0.1475)",0.1475
"(0.0325, 0.0325)","(0.0, 0.0325)","(0.0, 0.0325)","(0.045, 0.0775)",0.0775
"(0.0222, 0.0222)","(0.015, 0.0372)","(0.15, 0.18719999999999998)","(0, 0.18719999999999998)",0.18719999999999998
"(0.0925, 0.0925)","(0.065, 0.1575)","(0, 0.1575)","(0, 0.1575)",0.1575
"(0.03, 0.03)","(0.015, 0.045)","(0.072, 0.11699999999999999)","(0.0, 0.11699999999999999)",0.11699999999999999
"(0.025, 0.025)","(0.066, 0.091)","(0.275, 0.366)","(0, 0.366)",0.366
"(0.025, 0.025)","(0.066, 0.091)","(0.0, 0.091)","(0, 0.091)",0.091
"(0.1225, 0.1225)","(0.0, 0.1225)","(0.145, 0.26749999999999996)","(0.0, 0.26749999999999996)",0.26749999999999996
"(0.02, 0.02)","(0.05, 0.07)","(0.225, 0.29500000000000004)","(0, 0.29500000000000004)",0.29500000000000004
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.0735, 0.096)",0.096
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.0144, 0.0369)",0.0369
"(0.07, 0.07)","(0.0575, 0.1275)","(0, 0.1275)","(0, 0.1275)",0.1275
"(0.07, 0.07)","(0.0555, 0.1255)","(0.0665, 0.192)","(0, 0.192)",0.192
"(0.0225, 0.0225)","(0.0275, 0.05)","(0.0, 0.05)","(0.11, 0.16)",0.16
"(0.02, 0.02)","(0.0135, 0.0335)","(0.106, 0.1395)","(0.8605, 1.0)",1.0
"(0.02, 0.02)","(0.0135, 0.0335)","(0.106, 0.1395)","(0.0, 0.1395)",0.1395
"(0.0275, 0.0275)","(0.0275, 0.055)","(0.055, 0.11)","(0.11, 0.22)",0.22
"(0.0275, 0.0275)","(0.0275, 0.055)","(0.055, 0.11)","(0.36, 0.47)",0.47
"(0.0325, 0.0325)","(0.0175, 0.05)","(0, 0.05)","(0, 0.05)",0.05
"(0.03, 0.03)","(0.0, 0.03)","(0.02, 0.05)","(0.025, 0.07500000000000001)",0.07500000000000001
"(0.03, 0.03)","(0.0, 0.03)","(0.02, 0.05)","(0.14, 0.19)",0.19
"(0.0, 0.0)","(0.0, 0.0)","(0.01, 0.01)","(0.0275, 0.0375)",0.0375
"(0.19, 0.19)","(0.095, 0.28500000000000003)","(0.715, 1.0)","(0, 1.0)",1.0
"(0.02, 0.02)","(0.0855, 0.10550000000000001)","(0, 0.10550000000000001)","(0, 0.10550000000000001)",0.10550000000000001
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.025, 0.0475)","(0.15, 0.1975)",0.1975
"(0.025, 0.025)","(0.0175, 0.0425)","(0.0, 0.0425)","(0.135, 0.17750000000000002)",0.17750000000000002
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0544, 0.0766)","(0.0816, 0.1582)",0.1582
"(0.0325, 0.0325)","(0.0, 0.0325)","(0.0, 0.0325)","(0.0975, 0.13)",0.13
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0825, 0.13)","(0.215, 0.345)",0.345
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0825, 0.13)","(0.87, 1.0)",1.0
"(0.02, 0.02)","(0.0, 0.02)","(0.1, 0.12000000000000001)","(0.1444, 0.2644)",0.2644
"(0.02, 0.02)","(0.0, 0.02)","(0.1, 0.12000000000000001)","(0.0, 0.12000000000000001)",0.12000000000000001
"(0.0625, 0.0625)","(0.06, 0.1225)","(0, 0.1225)","(0, 0.1225)",0.1225
"(0.11, 0.11)","(0.1, 0.21000000000000002)","(0.215, 0.42500000000000004)","(0, 0.42500000000000004)",0.42500000000000004
"(0.11, 0.11)","(0.1, 0.21000000000000002)","(0.0, 0.21000000000000002)","(0, 0.21000000000000002)",0.21000000000000002
"(0.0675, 0.0675)","(0.0, 0.0675)","(0.15, 0.2175)","(0.0, 0.2175)",0.2175
"(0.035, 0.035)","(0.0, 0.035)","(0.0525, 0.0875)","(0.1342, 0.2217)",0.2217
"(0.0225, 0.0225)","(0.035, 0.0575)","(0.06, 0.1175)","(0, 0.1175)",0.1175
"(0.045, 0.045)","(0.065, 0.11)","(0, 0.11)","(0, 0.11)",0.11
"(0.0235, 0.0235)","(0.0, 0.0235)","(0.0275, 0.051000000000000004)","(0.0777, 0.1287)",0.1287
"(0.0225, 0.0225)","(0.225, 0.2475)","(0, 0.2475)","(0, 0.2475)",0.2475
"(0.0225, 0.0225)","(0.9775, 1.0)","(0, 1.0)","(0, 1.0)",1.0
"(0.0205, 0.0205)","(0.0, 0.0205)","(0.0, 0.0205)","(0.0344, 0.054900000000000004)",0.054900000000000004
"(0.0999, 0.0999)","(0.0512, 0.1511)","(0, 0.1511)","(0, 0.1511)",0.1511
"(0.0225, 0.0225)","(0.085, 0.10750000000000001)","(0.08, 0.1875)","(0.6758, 0.8633)",0.8633
"(0.0225, 0.0225)","(0.085, 0.10750000000000001)","(0.08, 0.1875)","(0.0, 0.1875)",0.1875
"(0.225, 0.225)","(0.175, 0.4)","(0, 0.4)","(0, 0.4)",0.4
"(0.085, 0.085)","(0.09, 0.175)","(0, 0.175)","(0, 0.175)",0.175
"(0.105, 0.105)","(0.286, 0.39099999999999996)","(0, 0.39099999999999996)","(0, 0.39099999999999996)",0.39099999999999996
"(0.0225, 0.0225)","(0.075, 0.0975)","(0.0, 0.0975)","(0.35, 0.4475)",0.4475
"(0.025, 0.025)","(0.0, 0.025)","(0.11, 0.135)","(0.0, 0.135)",0.135
"(0.07, 0.07)","(0.05, 0.12000000000000001)","(0.17, 0.29000000000000004)","(0, 0.29000000000000004)",0.29000000000000004
"(0.0222, 0.0222)","(0.01, 0.0322)","(0.0, 0.0322)","(0.0347, 0.0669)",0.0669
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.0312, 0.0537)",0.0537
"(0.0225, 0.0225)","(0.09, 0.11249999999999999)","(0, 0.11249999999999999)","(0, 0.11249999999999999)",0.11249999999999999
"(0.03, 0.03)","(0.0, 0.03)","(0.03, 0.06)","(0.18, 0.24)",0.24
"(0.09, 0.09)","(0.14, 0.23)","(0.115, 0.34500000000000003)","(0.655, 1.0)",1.0
"(0.09, 0.09)","(0.14, 0.23)","(0.115, 0.34500000000000003)","(0.0, 0.34500000000000003)",0.34500000000000003
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0, 0.0475)","(0.03, 0.0775)",0.0775
"(0.12, 0.12)","(0.0, 0.12)","(0.0, 0.12)","(0.1888, 0.30879999999999996)",0.30879999999999996
"(0.035, 0.035)","(0.0, 0.035)","(0.045, 0.08)","(0, 0.08)",0.08
"(0.02, 0.02)","(0.0405, 0.0605)","(0.126, 0.1865)","(0.0, 0.1865)",0.1865
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.15, 0.1975)","(0.4, 0.5975)",0.5975
"(0.11, 0.11)","(0.085, 0.195)","(0.24, 0.435)","(0.0, 0.435)",0.435
"(0.11, 0.11)","(0.085, 0.195)","(0.24, 0.435)","(0.565, 1.0)",1.0
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.08, 0.10250000000000001)","(0.36, 0.4625)",0.4625
"(0.021, 0.021)","(0.0225, 0.0435)","(0.07, 0.1135)","(0.175, 0.2885)",0.2885
"(0.021, 0.021)","(0.0225, 0.0435)","(0.07, 0.1135)","(0.0, 0.1135)",0.1135
"(0.0234, 0.0234)","(0.015, 0.038400000000000004)","(0.0, 0.038400000000000004)","(0.112, 0.1504)",0.1504
"(0.03, 0.03)","(0.0, 0.03)","(0.0, 0.03)","(0.025, 0.055)",0.055
"(0.078, 0.078)","(0.0, 0.078)","(0.0905, 0.16849999999999998)","(0.0, 0.16849999999999998)",0.16849999999999998
"(0.078, 0.078)","(0.0, 0.078)","(0.0905, 0.16849999999999998)","(0.2715, 0.44)",0.44
"(0.09, 0.09)","(0.0, 0.09)","(0.12, 0.21)","(0.28, 0.49)",0.49
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.075, 0.1225)","(0.766, 0.8885000000000001)",0.8885000000000001
"(0.0207, 0.0207)","(0.0, 0.0207)","(0.0, 0.0207)","(0.0, 0.0207)",0.0207
"(0.072, 0.072)","(0.0, 0.072)","(0.0, 0.072)","(0.1192, 0.19119999999999998)",0.19119999999999998
"(0.235, 0.235)","(0.15, 0.385)","(0.615, 1.0)","(0, 1.0)",1.0
"(0.02, 0.02)","(0.135, 0.155)","(0.0, 0.155)","(0.0, 0.155)",0.155
"(0.02, 0.02)","(0.135, 0.155)","(0.0, 0.155)","(0.2362, 0.3912)",0.3912
"(0.0637, 0.0637)","(0.2748, 0.3385)","(0, 0.3385)","(0, 0.3385)",0.3385
"(0.0, 0.0)","(0.0, 0.0)","(0.01, 0.01)","(0.04, 0.05)",0.05
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.0605, 0.08549999999999999)",0.08549999999999999
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.0165, 0.0415)",0.0415
"(0.0222, 0.0222)","(0.015, 0.0372)","(0.0, 0.0372)","(0.1625, 0.1997)",0.1997
"(0.0225, 0.0225)","(0.0375, 0.06)","(0.0, 0.06)","(0.2205, 0.28049999999999997)",0.28049999999999997
"(0.0225, 0.0225)","(0.0375, 0.06)","(0.0, 0.06)","(0.0955, 0.1555)",0.1555
"(0.0234, 0.0234)","(0.0, 0.0234)","(0.0, 0.0234)","(0.022, 0.045399999999999996)",0.045399999999999996
"(0.0225, 0.0225)","(0.065, 0.0875)","(0.185, 0.27249999999999996)","(0.0, 0.27249999999999996)",0.27249999999999996
"(0.03, 0.03)","(0.0358, 0.0658)","(0, 0.0658)","(0, 0.0658)",0.0658
"(0.0287, 0.0287)","(0.0362, 0.0649)","(0, 0.0649)","(0, 0.0649)",0.0649
"(0.03, 0.03)","(0.025, 0.055)","(0.0883, 0.1433)","(0, 0.1433)",0.1433
"(0.025, 0.025)","(0.025, 0.05)","(0.075, 0.125)","(0.1575, 0.2825)",0.2825
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0215, 0.044)","(0, 0.044)",0.044
"(0.085, 0.085)","(0.055, 0.14)","(0.21, 0.35)","(0.0, 0.35)",0.35
"(0.23, 0.23)","(0.135, 0.365)","(0.0, 0.365)","(0.635, 1.0)",1.0
"(0.23, 0.23)","(0.135, 0.365)","(0.0, 0.365)","(0.0, 0.365)",0.365
"(0.135, 0.135)","(0.1375, 0.2725)","(0.1375, 0.41000000000000003)","(0.59, 1.0)",1.0
"(0.135, 0.135)","(0.1375, 0.2725)","(0.1375, 0.41000000000000003)","(0.0, 0.41000000000000003)",0.41000000000000003
"(0.0225, 0.0225)","(0.035, 0.0575)","(0.0, 0.0575)","(0.24, 0.2975)",0.2975
"(0.0222, 0.0222)","(0.045, 0.0672)","(0.15, 0.2172)","(0.7828, 1.0)",1.0
"(0.0222, 0.0222)","(0.045, 0.0672)","(0.15, 0.2172)","(0.0, 0.2172)",0.2172
"(0.025, 0.025)","(0.0175, 0.0425)","(0.0675, 0.11000000000000001)","(0, 0.11000000000000001)",0.11000000000000001
"(0.11, 0.11)","(0.0, 0.11)","(0.0, 0.11)","(0.1475, 0.2575)",0.2575
"(0.0225, 0.0225)","(0.055, 0.0775)","(0.125, 0.2025)","(0, 0.2025)",0.2025
"(0.0222, 0.0222)","(0.0475, 0.0697)","(0, 0.0697)","(0, 0.0697)",0.0697
"(0.0225, 0.0225)","(0.0525, 0.075)","(0.0, 0.075)","(0.0, 0.075)",0.075
"(0.0225, 0.0225)","(0.0525, 0.075)","(0.0, 0.075)","(0.105, 0.18)",0.18
"(0.0675, 0.0675)","(0.075, 0.14250000000000002)","(0.225, 0.36750000000000005)","(0.0, 0.36750000000000005)",0.36750000000000005
"(0.0, 0.0)","(0.01, 0.01)","(0.04, 0.05)","(0.0775, 0.1275)",0.1275
"(0.0375, 0.0375)","(0.05, 0.0875)","(0, 0.0875)","(0, 0.0875)",0.0875
"(0.0275, 0.0275)","(0.04, 0.0675)","(0, 0.0675)","(0, 0.0675)",0.0675
"(0.075, 0.075)","(0.0, 0.075)","(0.0, 0.075)","(0.1, 0.175)",0.175
"(0.021, 0.021)","(0.0, 0.021)","(0.035, 0.05600000000000001)","(0, 0.05600000000000001)",0.05600000000000001
"(0.0225, 0.0225)","(0.035, 0.0575)","(0.0, 0.0575)","(0.12, 0.1775)",0.1775
"(0.025, 0.025)","(0.0, 0.025)","(0.1, 0.125)","(0.875, 1.0)",1.0
"(0.021, 0.021)","(0.0, 0.021)","(0.0, 0.021)","(0.094, 0.115)",0.115
"(0.03, 0.03)","(0.01, 0.04)","(0.02, 0.06)","(0.0, 0.06)",0.06
"(0.025, 0.025)","(0.015, 0.04)","(0.06, 0.1)","(0, 0.1)",0.1
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.08, 0.10250000000000001)","(0.063, 0.1655)",0.1655
"(0.15, 0.15)","(0.85, 1.0)","(0, 1.0)","(0, 1.0)",1.0
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.044, 0.0665)",0.0665
"(0.0225, 0.0225)","(0.05, 0.07250000000000001)","(0.0, 0.07250000000000001)","(0.075, 0.14750000000000002)",0.14750000000000002
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.07, 0.0925)","(0.36, 0.4525)",0.4525
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.07, 0.0925)","(0.06, 0.1525)",0.1525
"(0.02, 0.02)","(0.0165, 0.036500000000000005)","(0, 0.036500000000000005)","(0, 0.036500000000000005)",0.036500000000000005
"(0.0925, 0.0925)","(0.08, 0.1725)","(0.0, 0.1725)","(0.8275, 1.0)",1.0
"(0.0925, 0.0925)","(0.08, 0.1725)","(0.0, 0.1725)","(0.2625, 0.435)",0.435
"(0.065, 0.065)","(0.0, 0.065)","(0.12, 0.185)","(0.3, 0.485)",0.485
"(0.0225, 0.0225)","(0.0375, 0.06)","(0.0, 0.06)","(0.0475, 0.1075)",0.1075
"(0.02, 0.02)","(0.0, 0.02)","(0.018, 0.038)","(0.15, 0.188)",0.188
"(0.075, 0.075)","(0.07, 0.14500000000000002)","(0, 0.14500000000000002)","(0, 0.14500000000000002)",0.14500000000000002
"(0.11, 0.11)","(0.075, 0.185)","(0.21, 0.395)","(0, 0.395)",0.395
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.1555, 0.178)","(0.0, 0.178)",0.178
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.1555, 0.178)","(0.505, 0.683)",0.683
"(0.03, 0.03)","(0.065, 0.095)","(0, 0.095)","(0, 0.095)",0.095
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0247, 0.0469)","(0.0741, 0.121)",0.121
"(0.03, 0.03)","(0.03, 0.06)","(0.09, 0.15)","(0, 0.15)",0.15
"(0.025, 0.025)","(0.04, 0.065)","(0.105, 0.16999999999999998)","(0, 0.16999999999999998)",0.16999999999999998
"(0.1, 0.1)","(0.1025, 0.2025)","(0, 0.2025)","(0, 0.2025)",0.2025
"(0.073, 0.073)","(0.0, 0.073)","(0.0, 0.073)","(0.0555, 0.1285)",0.1285
"(0.09, 0.09)","(0.0, 0.09)","(0.0, 0.09)","(0.12, 0.21)",0.21
"(0.078, 0.078)","(0.0, 0.078)","(0.1156, 0.1936)","(0, 0.1936)",0.1936
"(0.025, 0.025)","(0.0, 0.025)","(0.0165, 0.0415)","(0.0, 0.0415)",0.0415
"(0.025, 0.025)","(0.0, 0.025)","(0.0165, 0.0415)","(0.026, 0.0675)",0.0675
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0412, 0.0637)","(0.112, 0.17570000000000002)",0.17570000000000002
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.08, 0.1087)","(0.255, 0.3637)",0.3637
"(0.066, 0.066)","(0.0, 0.066)","(0.19, 0.256)","(0, 0.256)",0.256
"(0.066, 0.066)","(0.0, 0.066)","(0.0, 0.066)","(0, 0.066)",0.066
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.018, 0.043)",0.043
"(0.12, 0.12)","(0.08, 0.2)","(0, 0.2)","(0, 0.2)",0.2
"(0.025, 0.025)","(0.0175, 0.0425)","(0.0, 0.0425)","(0.08, 0.1225)",0.1225
"(0.08, 0.08)","(0.205, 0.285)","(0.0, 0.285)","(0.0, 0.285)",0.285
"(0.08, 0.08)","(0.205, 0.285)","(0.0, 0.285)","(0.715, 1.0)",1.0
"(0.025, 0.025)","(0.0575, 0.0825)","(0, 0.0825)","(0, 0.0825)",0.0825
"(0.03, 0.03)","(0.0, 0.03)","(0.025, 0.055)","(0, 0.055)",0.055
"(0.02, 0.02)","(0.0135, 0.0335)","(0.029, 0.0625)","(0.0975, 0.16)",0.16
"(0.0215, 0.0215)","(0.0, 0.0215)","(0.0, 0.0215)","(0.106, 0.1275)",0.1275
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.03, 0.0525)","(0.06, 0.11249999999999999)",0.11249999999999999
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.03, 0.0525)","(0.9475, 1.0)",1.0
"(0.0215, 0.0215)","(0.02, 0.041499999999999995)","(0, 0.041499999999999995)","(0, 0.041499999999999995)",0.041499999999999995
"(0.02, 0.02)","(0.045, 0.065)","(0.0675, 0.1325)","(0.8675, 1.0)",1.0
"(0.02, 0.02)","(0.0225, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.45, 0.4925)",0.4925
"(0.0225, 0.0225)","(0.085, 0.10750000000000001)","(0.25, 0.35750000000000004)","(0.6425, 1.0)",1.0
"(0.02, 0.02)","(0.0, 0.02)","(0.036, 0.055999999999999994)","(0, 0.055999999999999994)",0.055999999999999994
"(0.02, 0.02)","(0.0125, 0.0325)","(0.0555, 0.088)","(0, 0.088)",0.088
"(0.0235, 0.0235)","(0.0, 0.0235)","(0.0118, 0.0353)","(0, 0.0353)",0.0353
"(0.08, 0.08)","(0.0, 0.08)","(0.125, 0.20500000000000002)","(0, 0.20500000000000002)",0.20500000000000002
"(0.085, 0.085)","(0.0, 0.085)","(0.18, 0.265)","(0, 0.265)",0.265
"(0.0225, 0.0225)","(0.09, 0.11249999999999999)","(0.0, 0.11249999999999999)","(0.08, 0.1925)",0.1925
"(0.11, 0.11)","(0.135, 0.245)","(0.0, 0.245)","(0.0, 0.245)",0.245
"(0.0715, 0.0715)","(0.0, 0.0715)","(0.113, 0.1845)","(0.0, 0.1845)",0.1845
"(0.0225, 0.0225)","(0.0275, 0.05)","(0.19, 0.24)","(0, 0.24)",0.24
"(0.135, 0.135)","(0.0, 0.135)","(0.0687, 0.2037)","(0, 0.2037)",0.2037
"(0.095, 0.095)","(0.1, 0.195)","(0.0, 0.195)","(0.805, 1.0)",1.0
"(0.0825, 0.0825)","(0.0, 0.0825)","(0.0, 0.0825)","(0.08, 0.1625)",0.1625
"(0.021, 0.021)","(0.0225, 0.0435)","(0.0, 0.0435)","(0.046, 0.0895)",0.0895
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.045, 0.0875)",0.0875
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.0322, 0.052199999999999996)",0.052199999999999996
"(0.0225, 0.0225)","(0.19, 0.2125)","(0, 0.2125)","(0, 0.2125)",0.2125
"(0.0225, 0.0225)","(0.365, 0.3875)","(0, 0.3875)","(0, 0.3875)",0.3875
"(0.0225, 0.0225)","(0.07, 0.0925)","(0.0, 0.0925)","(0.065, 0.1575)",0.1575
"(0.021, 0.021)","(0.0475, 0.0685)","(0.175, 0.2435)","(0.0, 0.2435)",0.2435
"(0.021, 0.021)","(0.0475, 0.0685)","(0.175, 0.2435)","(0.7565, 1.0)",1.0
"(0.0725, 0.0725)","(0.08, 0.1525)","(0, 0.1525)","(0, 0.1525)",0.1525
"(0.115, 0.115)","(0.0, 0.115)","(0.0777, 0.1927)","(0.0, 0.1927)",0.1927
"(0.035, 0.035)","(0.0, 0.035)","(0.0562, 0.0912)","(0.0, 0.0912)",0.0912
"(0.035, 0.035)","(0.0, 0.035)","(0.0562, 0.0912)","(0.254, 0.3452)",0.3452
"(0.025, 0.025)","(0.015, 0.04)","(0.0, 0.04)","(0.125, 0.165)",0.165
"(0.021, 0.021)","(0.0115, 0.0325)","(0.0, 0.0325)","(0.035, 0.0675)",0.0675
"(0.0225, 0.0225)","(0.055, 0.0775)","(0.12, 0.1975)","(0, 0.1975)",0.1975
"(0.025, 0.025)","(0.0, 0.025)","(0.025, 0.05)","(0.0825, 0.1325)",0.1325
"(0.085, 0.085)","(0.06, 0.14500000000000002)","(0, 0.14500000000000002)","(0, 0.14500000000000002)",0.14500000000000002
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.0675, 0.11)","(0.1702, 0.2802)",0.2802
"(0.0287, 0.0287)","(0.0, 0.0287)","(0.09, 0.1187)","(0.0, 0.1187)",0.1187
"(0.021, 0.021)","(0.017, 0.038000000000000006)","(0, 0.038000000000000006)","(0, 0.038000000000000006)",0.038000000000000006
"(0.1, 0.1)","(0.125, 0.225)","(0, 0.225)","(0, 0.225)",0.225
"(0.07, 0.07)","(0.0, 0.07)","(0.0, 0.07)","(0.045, 0.115)",0.115
"(0.0225, 0.0225)","(0.05, 0.07250000000000001)","(0.075, 0.14750000000000002)","(0.3, 0.4475)",0.4475
"(0.021, 0.021)","(0.0, 0.021)","(0.0117, 0.0327)","(0.0575, 0.0902)",0.0902
"(0.021, 0.021)","(0.0, 0.021)","(0.0117, 0.0327)","(0.0, 0.0327)",0.0327
"(0.021, 0.021)","(0.0155, 0.036500000000000005)","(0.0, 0.036500000000000005)","(0.0, 0.036500000000000005)",0.036500000000000005
"(0.035, 0.035)","(0.0, 0.035)","(0.0525, 0.0875)","(0.25, 0.3375)",0.3375
"(0.03, 0.03)","(0.019, 0.049)","(0.065, 0.114)","(0, 0.114)",0.114
"(0.02, 0.02)","(0.0, 0.02)","(0.036, 0.055999999999999994)","(0.234, 0.29000000000000004)",0.29000000000000004
"(0.1085, 0.1085)","(0.09, 0.1985)","(0.0, 0.1985)","(0, 0.1985)",0.1985
"(0.1085, 0.1085)","(0.09, 0.1985)","(0.2675, 0.466)","(0, 0.466)",0.466
"(0.13, 0.13)","(0.18, 0.31)","(0, 0.31)","(0, 0.31)",0.31
"(0.02, 0.02)","(0.0, 0.02)","(0.0112, 0.0312)","(0.05, 0.0812)",0.0812
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.0125, 0.0325)",0.0325
"(0.02, 0.02)","(0.0, 0.02)","(0.0175, 0.037500000000000006)","(0.08, 0.11750000000000001)",0.11750000000000001
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.0675, 0.09)",0.09
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0, 0.0225)","(0.3725, 0.395)",0.395
"(0.1889, 0.1889)","(0.1964, 0.3853)","(0.0, 0.3853)","(0.0, 0.3853)",0.3853
"(0.086, 0.086)","(0, 0.086)","(0, 0.086)","(0, 0.086)",0.086
"(0.0225, 0.0225)","(0.0525, 0.075)","(0.105, 0.18)","(0.2737, 0.4537)",0.4537
"(0.0225, 0.0225)","(0.0525, 0.075)","(0.105, 0.18)","(0.0, 0.18)",0.18
"(0.02, 0.02)","(0.0112, 0.0312)","(0.022, 0.0532)","(0.055, 0.10819999999999999)",0.10819999999999999
"(0.02, 0.02)","(0.0112, 0.0312)","(0.022, 0.0532)","(0.0, 0.0532)",0.0532
"(0.02, 0.02)","(0.0125, 0.0325)","(0.0, 0.0325)","(0.045, 0.0775)",0.0775
"(0.08, 0.08)","(0.0, 0.08)","(0.055, 0.135)","(0, 0.135)",0.135
"(0.08, 0.08)","(0.0, 0.08)","(0.1575, 0.2375)","(0, 0.2375)",0.2375
"(0.025, 0.025)","(0.0125, 0.037500000000000006)","(0.075, 0.1125)","(0, 0.1125)",0.1125
"(0.08, 0.08)","(0.05, 0.13)","(0.22, 0.35)","(0.0, 0.35)",0.35
"(0.08, 0.08)","(0.05, 0.13)","(0.22, 0.35)","(0.65, 1.0)",1.0
"(0.075, 0.075)","(0.1025, 0.1775)","(0.225, 0.40249999999999997)","(0.0, 0.40249999999999997)",0.40249999999999997
"(0.075, 0.075)","(0.1025, 0.1775)","(0.225, 0.40249999999999997)","(0.5975, 1.0)",1.0
"(0.0681, 0.0681)","(0.0756, 0.1437)","(0.0, 0.1437)","(0.01, 0.1537)",0.1537
"(0.0681, 0.0681)","(0.0756, 0.1437)","(0.0, 0.1437)","(0.0, 0.1437)",0.1437
"(0.085, 0.085)","(0.045, 0.13)","(0.0, 0.13)","(0.87, 1.0)",1.0
"(0.085, 0.085)","(0.045, 0.13)","(0.0, 0.13)","(0.27, 0.4)",0.4
"(0.095, 0.095)","(0.1, 0.195)","(0.2, 0.395)","(0, 0.395)",0.395
"(0.02, 0.02)","(0.0, 0.02)","(0.05, 0.07)","(0.0555, 0.1255)",0.1255
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.067, 0.067)",0.067
"(0.0, 0.0)","(0.0, 0.0)","(0.015, 0.015)","(0.0382, 0.0532)",0.0532
"(0.02, 0.02)","(0.0275, 0.0475)","(0.0825, 0.13)","(0.0, 0.13)",0.13
"(0.02, 0.02)","(0.0275, 0.0475)","(0.0825, 0.13)","(0.275, 0.405)",0.405
"(0.025, 0.025)","(0.04, 0.065)","(0.0975, 0.1625)","(0, 0.1625)",0.1625
"(0.03, 0.03)","(0.0, 0.03)","(0.035, 0.065)","(0.0, 0.065)",0.065
"(0.03, 0.03)","(0.0, 0.03)","(0.035, 0.065)","(0.19, 0.255)",0.255
"(0.0612, 0.0612)","(0.045, 0.10619999999999999)","(0.0, 0.10619999999999999)","(0.3411, 0.44730000000000003)",0.44730000000000003
"(0.0612, 0.0612)","(0.045, 0.10619999999999999)","(0.0, 0.10619999999999999)","(0.0, 0.10619999999999999)",0.10619999999999999
"(0.11, 0.11)","(0.28, 0.39)","(0, 0.39)","(0, 0.39)",0.39
"(0.0211, 0.0211)","(0.0, 0.0211)","(0.015, 0.0361)","(0.03, 0.06609999999999999)",0.06609999999999999
"(0.025, 0.025)","(0.0, 0.025)","(0.04, 0.065)","(0.1012, 0.16620000000000001)",0.16620000000000001
"(0.11, 0.11)","(0.275, 0.385)","(0, 0.385)","(0, 0.385)",0.385
"(0.0235, 0.0235)","(0.0, 0.0235)","(0.035, 0.0585)","(0, 0.0585)",0.0585
"(0.02, 0.02)","(0.09, 0.11)","(0.225, 0.335)","(0.665, 1.0)",1.0
"(0.02, 0.02)","(0.09, 0.11)","(0.225, 0.335)","(0.0, 0.335)",0.335
"(0.025, 0.025)","(0.0275, 0.052500000000000005)","(0.0, 0.052500000000000005)","(0.11, 0.1625)",0.1625
