blinds,stacks,pre_flop_bets,flop_bets,turn_bets,river_bets
"[50, 100]","[10000, 10000]","{'Bill': 300, 'MrBlue': 300}","{'Bill': 0, 'MrBlue': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 2300, 'MrBlue': 1062}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 200}","{'MrBlue': 100, 'Eddie': 100}","{'MrBlue': 0, 'Eddie': 0}","{'MrBlue': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Budd': 200}","{'Budd': 225, 'Eddie': 225}","{'Budd': 0, 'Eddie': 0}","{'Budd': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Budd': 1150, 'Eddie': 1150}","{'Eddie': 720, 'Budd': 1920}",{},{}
"[50, 100]","[10000, 10000]","{'Budd': 0, 'MrBlue': 0}","{'MrBlue': 0, 'Budd': 100}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 1225, 'Pluribus': 1225}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Bill': 625}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrBlue': 225}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 125}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'Pluribus': 300}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 450, 'Pluribus': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 275, 'Budd': 275}","{'Pluribus': 200, 'Budd': 200}","{'Pluribus': 0, 'Budd': 0}","{'Pluribus': 0, 'Budd': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 825}",{},{},{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrBlue': 225}","{'MrBlue': 250, 'Budd': 250}","{'MrBlue': 0, 'Budd': 0}","{'MrBlue': 1500, 'Budd': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 150, 'Bill': 150}","{'Pluribus': 0, 'Bill': 1700}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'MrOrange': 222}","{'MrOrange': 0, 'Eddie': 0}","{'MrOrange': 0, 'Eddie': 544}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 700, 'MrOrange': 700}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 2325, 'MrOrange': 2325}","{'Pluribus': 0, 'MrOrange': 6975}"
"[50, 100]","[10000, 10000]","{'MrOrange': 215, 'Pluribus': 215}","{'Pluribus': 0, 'MrOrange': 0}","{'Pluribus': 120, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Budd': 200}","{'Budd': 0, 'Eddie': 0}","{'Budd': 450, 'Eddie': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 1550, 'Bill': 350}"
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'MrOrange': 225}","{'MrOrange': 0, 'Pluribus': 0}","{'MrOrange': 400, 'Pluribus': 400}","{'MrOrange': 1225, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Eddie': 200}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 225, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'Budd': 350}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrOrange': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 700, 'MrOrange': 700}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 2750, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'Pluribus': 300}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 450, 'Pluribus': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'Budd': 200}","{'Pluribus': 0, 'Budd': 0}","{'Pluribus': 100, 'Budd': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 1200, 'MrOrange': 1200}","{'MrOrange': 1333, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 2300, 'Bill': 1000}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 200, 'Eddie': 200}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'Budd': 775}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Bill': 999}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 275, 'Budd': 275}","{'Pluribus': 275, 'Budd': 275}","{'Pluribus': 550, 'Budd': 550}","{'Pluribus': 0, 'Budd': 0}"
"[50, 100]","[10000, 10000]","{'Budd': 250, 'MrOrange': 250}","{'MrOrange': 0, 'Budd': 0}","{'MrOrange': 155, 'Budd': 0}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Bill': 200}","{'Eddie': 138, 'Bill': 138}","{'Eddie': 0, 'Bill': 0}","{'Eddie': 207, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Eddie': 0, 'Bill': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 100, 'MrOrange': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Bill': 1000}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 300, 'MrBlue': 300}","{'Bill': 0, 'MrBlue': 0}","{'Bill': 400, 'MrBlue': 400}","{'Bill': 1000, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'Pluribus': 300}","{'MrBlue': 300, 'Pluribus': 300}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 1600, 'Pluribus': 1600}"
"[50, 100]","[10000, 10000]","{'Pluribus': 2050, 'Budd': 10000}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 325, 'MrOrange': 325}","{'Eddie': 250, 'MrOrange': 250}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 880, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'Pluribus': 300}","{'MrBlue': 0, 'Pluribus': 600}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Budd': 225}","{'Budd': 0, 'MrBlue': 250}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 300, 'MrOrange': 300}","{'Eddie': 360, 'MrOrange': 360}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 2640, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Eddie': 0}","{'MrBlue': 0, 'Eddie': 0}","{'MrBlue': 175, 'Eddie': 175}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 675}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Pluribus': 1225}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Bill': 222}","{'Bill': 0, 'Eddie': 0}","{'Bill': 200, 'Eddie': 200}","{'Bill': 894, 'Eddie': 894}"
"[50, 100]","[10000, 10000]","{'MrOrange': 234, 'MrBlue': 234}","{'MrBlue': 0, 'MrOrange': 150}",{},{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrOrange': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Budd': 225}","{'Budd': 0, 'MrBlue': 0}","{'Budd': 250, 'MrBlue': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlue': 225}","{'Bill': 450, 'MrBlue': 450}","{'Bill': 1000, 'MrBlue': 1000}","{'Bill': 0, 'MrBlue': 8325}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 450, 'Pluribus': 0}",{}
"[50, 100]","[10000, 10000]","{'Budd': 0, 'MrBlue': 0}","{'MrBlue': 0, 'Budd': 100}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrOrange': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Budd': 900}",{},{},{}
"[50, 100]","[10000, 10000]","{'Budd': 250, 'Eddie': 250}","{'Eddie': 0, 'Budd': 0}","{'Eddie': 200, 'Budd': 200}","{'Eddie': 800, 'Budd': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'MrOrange': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Pluribus': 450}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 350, 'Budd': 350}","{'Pluribus': 0, 'Budd': 444}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrOrange': 225}","{'MrOrange': 0, 'Bill': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'Bill': 950}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 137, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 10000, 'Eddie': 10000}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 275, 'Bill': 275}","{'Pluribus': 1100, 'Bill': 1100}","{'Pluribus': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'Eddie': 250}","{'Eddie': 0, 'Pluribus': 0}","{'Eddie': 275, 'Pluribus': 275}","{'Eddie': 0, 'Pluribus': 3300}"
"[50, 100]","[10000, 10000]","{'Eddie': 325, 'MrOrange': 325}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'MrOrange': 250, 'Bill': 250}","{'MrOrange': 250, 'Bill': 250}","{'MrOrange': 0, 'Bill': 500}",{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 1375, 'Bill': 275}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Budd': 225}","{'Budd': 0, 'Bill': 0}","{'Budd': 0, 'Bill': 0}","{'Budd': 375, 'Bill': 375}"
"[50, 100]","[10000, 10000]","{'Pluribus': 720, 'Budd': 720}","{'Pluribus': 0, 'Budd': 0}","{'Pluribus': 900, 'Budd': 900}","{'Pluribus': 0, 'Budd': 2100}"
"[50, 100]","[10000, 10000]","{'MrBlue': 400, 'Pluribus': 400}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 0, 'Pluribus': 800}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 706, 'Pluribus': 706}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 1134, 'MrBlue': 1134}"
"[50, 100]","[10000, 10000]","{'Budd': 300, 'Eddie': 300}","{'Budd': 0, 'Eddie': 0}","{'Budd': 0, 'Eddie': 0}","{'Budd': 1500, 'Eddie': 1500}"
"[50, 100]","[10000, 10000]","{'MrOrange': 250, 'Bill': 250}","{'MrOrange': 0, 'Bill': 0}","{'MrOrange': 0, 'Bill': 0}","{'MrOrange': 375, 'Bill': 375}"
"[50, 100]","[10000, 10000]","{'MrOrange': 250, 'Bill': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 1350}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 215, 'Budd': 215}","{'Budd': 0, 'MrOrange': 0}","{'Budd': 720, 'MrOrange': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Budd': 900}",{},{},{}
"[50, 100]","[10000, 10000]","{'Budd': 1150, 'Eddie': 1150}","{'Eddie': 720, 'Budd': 720}","{'Eddie': 2200, 'Budd': 2200}","{'Eddie': 5930, 'Budd': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 2175, 'Eddie': 2175}","{'Pluribus': 2250, 'Eddie': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 300, 'MrBlue': 300}","{'Bill': 300, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 2625, 'Pluribus': 1350}",{},{},{}
"[50, 100]","[10000, 10000]","{'Budd': 300, 'Eddie': 300}","{'Budd': 150, 'Eddie': 150}","{'Budd': 0, 'Eddie': 1350}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 0, 'MrOrange': 0}","{'Eddie': 100, 'MrOrange': 100}","{'Eddie': 0, 'MrOrange': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Pluribus': 200}","{'Pluribus': 0, 'Eddie': 135}",{},{}
"[50, 100]","[10000, 10000]","{'Budd': 225, 'Eddie': 225}","{'Budd': 0, 'Eddie': 480}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 275, 'Bill': 275}","{'Pluribus': 0, 'Bill': 1100}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Budd': 225}","{'Budd': 0, 'MrBlue': 0}","{'Budd': 375, 'MrBlue': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrOrange': 200}","{'MrOrange': 225, 'Pluribus': 225}","{'MrOrange': 0, 'Pluribus': 0}","{'MrOrange': 444, 'Pluribus': 444}"
"[50, 100]","[10000, 10000]","{'Bill': 300, 'MrBlue': 900}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrOrange': 210, 'Pluribus': 210}","{'Pluribus': 0, 'MrOrange': 225}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 225}","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 412, 'MrBlue': 412}","{'Pluribus': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Budd': 225, 'MrBlue': 225}","{'MrBlue': 812, 'Budd': 812}","{'MrBlue': 2550, 'Budd': 0}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'Pluribus': 300}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 150, 'Pluribus': 150}","{'MrBlue': 2700, 'Pluribus': 2700}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Pluribus': 1325}",{},{},{}
"[50, 100]","[10000, 10000]","{'Bill': 2525, 'Eddie': 2525}","{'Eddie': 7475, 'Bill': 7475}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 250, 'Pluribus': 250}","{'Pluribus': 0, 'Bill': 375}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Budd': 1100}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'Budd': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Pluribus': 200}","{'Pluribus': 2025, 'Eddie': 225}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 0, 'MrBlue': 0}","{'Pluribus': 200, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Pluribus': 225}","{'Pluribus': 250, 'Bill': 250}","{'Pluribus': 0, 'Bill': 0}","{'Pluribus': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 925, 'MrBlue': 925}","{'MrBlue': 815, 'Pluribus': 815}","{'MrBlue': 2120, 'Pluribus': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 2380, 'MrBlue': 2380}","{'Pluribus': 2455, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 200, 'MrBlue': 725}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'MrBlue': 1985, 'Eddie': 1985}","{'MrBlue': 7790, 'Eddie': 0}",{}
"[50, 100]","[10000, 10000]","{'Joe': 250, 'MrPink': 250}","{'MrPink': 0, 'Joe': 250}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 200}","{'Eddie': 138, 'MrBlue': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 1100, 'Eddie': 1100}","{'Eddie': 690, 'MrPink': 690}","{'Eddie': 0, 'MrPink': 0}","{'Eddie': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 1050, 'MrPink': 1050}","{'MrPink': 700, 'Eddie': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 1050, 'Bill': 1050}","{'Bill': 550, 'MrPink': 550}","{'Bill': 1650, 'MrPink': 1650}","{'Bill': 0, 'MrPink': 6750}"
"[50, 100]","[10000, 10000]","{'MrBlue': 700, 'MrPink': 700}","{'MrBlue': 0, 'MrPink': 500}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 0, 'Eddie': 330}",{},{}
"[50, 100]","[10000, 10000]","{'Joe': 250, 'MrBlue': 250}","{'Joe': 335, 'MrBlue': 995}",{},{}
"[50, 100]","[10000, 10000]","{'Joe': 0, 'Pluribus': 0}","{'Joe': 100, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Joe': 200}","{'Eddie': 325, 'Joe': 325}","{'Eddie': 1500, 'Joe': 1500}","{'Eddie': 7975, 'Joe': 7975}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 0, 'MrBlue': 375}",{}
"[50, 100]","[10000, 10000]","{'Joe': 0, 'Pluribus': 0}","{'Joe': 100, 'Pluribus': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlue': 210}","{'MrBlue': 150, 'MrPink': 150}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 950, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'Joe': 250, 'Bill': 250}","{'Bill': 0, 'Joe': 0}","{'Bill': 250, 'Joe': 250}","{'Bill': 0, 'Joe': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 250}","{'Eddie': 520, 'MrPink': 520}","{'Eddie': 2000, 'MrPink': 0}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 2600, 'Joe': 1050}",{},{},{}
"[50, 100]","[10000, 10000]","{'Joe': 875, 'Pluribus': 875}","{'Joe': 1400, 'Pluribus': 1400}","{'Joe': 7725, 'Pluribus': 0}",{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Eddie': 225}","{'Bill': 450, 'Eddie': 0}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 950, 'MrPink': 950}","{'MrPink': 2300, 'Pluribus': 2300}","{'MrPink': 0, 'Pluribus': 6750}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 250, 'Eddie': 250}","{'Eddie': 0, 'MrPink': 130}",{},{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlue': 210}","{'MrBlue': 150, 'MrPink': 150}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 770}"
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrPink': 225}","{'MrPink': 0, 'Bill': 0}","{'MrPink': 0, 'Bill': 250}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 350, 'Joe': 350}","{'Joe': 355, 'MrBlue': 355}","{'Joe': 0, 'MrBlue': 1095}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'Eddie': 210}","{'MrPink': 140, 'Eddie': 140}","{'MrPink': 0, 'Eddie': 670}",{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Joe': 825}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Bill': 200}","{'Bill': 405, 'Eddie': 405}","{'Bill': 0, 'Eddie': 1560}",{}
"[50, 100]","[10000, 10000]","{'Joe': 250, 'Eddie': 250}","{'Eddie': 250, 'Joe': 250}","{'Eddie': 0, 'Joe': 1500}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrBlue': 250}","{'Pluribus': 250, 'MrBlue': 250}","{'Pluribus': 1000, 'MrBlue': 0}",{}
"[50, 100]","[10000, 10000]","{'Pluribus': 250, 'MrBlue': 250}","{'MrBlue': 0, 'Pluribus': 0}","{'MrBlue': 250, 'Pluribus': 250}","{'MrBlue': 0, 'Pluribus': 550}"
"[50, 100]","[10000, 10000]","{'Joe': 250, 'MrBlue': 250}","{'Joe': 225, 'MrBlue': 225}","{'Joe': 700, 'MrBlue': 700}","{'Joe': 1500, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Bill': 300, 'Eddie': 300}","{'Bill': 150, 'Eddie': 150}","{'Bill': 0, 'Eddie': 0}","{'Bill': 450, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'Joe': 210}","{'Joe': 150, 'MrPink': 150}","{'Joe': 0, 'MrPink': 0}","{'Joe': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 0, 'Eddie': 0}","{'Pluribus': 123, 'Eddie': 123}","{'Pluribus': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'MrBlue': 210}","{'MrBlue': 235, 'MrPink': 235}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 470, 'MrPink': 470}"
"[50, 100]","[10000, 10000]","{'MrPink': 1050, 'Bill': 1050}","{'Bill': 1100, 'MrPink': 0}",{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 200, 'MrBlue': 200}"
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'Pluribus': 210}","{'Pluribus': 0, 'MrPink': 0}","{'Pluribus': 115, 'MrPink': 115}","{'Pluribus': 350, 'MrPink': 350}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'Pluribus': 200}","{'Pluribus': 0, 'Eddie': 350}",{},{}
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Bill': 225}","{'Bill': 0, 'Pluribus': 0}","{'Bill': 250, 'Pluribus': 250}","{'Bill': 0, 'Pluribus': 0}"
"[50, 100]","[10000, 10000]","{'Joe': 250, 'Eddie': 250}","{'Eddie': 350, 'Joe': 350}","{'Eddie': 0, 'Joe': 0}","{'Eddie': 0, 'Joe': 0}"
"[50, 100]","[10000, 10000]","{'Eddie': 222, 'Pluribus': 222}","{'Pluribus': 0, 'Eddie': 150}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'MrBlue': 225}","{'MrBlue': 250, 'Bill': 250}","{'MrBlue': 0, 'Bill': 0}","{'MrBlue': 0, 'Bill': 0}"
"[50, 100]","[10000, 10000]","{'Joe': 250, 'MrBlue': 250}","{'MrBlue': 0, 'Joe': 0}","{'MrBlue': 0, 'Joe': 0}","{'MrBlue': 250, 'Joe': 0}"
"[50, 100]","[10000, 10000]","{'Pluribus': 225, 'Bill': 950}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'Eddie': 225}","{'Eddie': 0, 'MrBlue': 0}","{'Eddie': 440, 'MrBlue': 440}","{'Eddie': 0, 'MrBlue': 0}"
"[50, 100]","[10000, 10000]","{'Joe': 250, 'MrBlue': 250}","{'MrBlue': 0, 'Joe': 0}","{'MrBlue': 0, 'Joe': 250}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 350, 'Bill': 350}","{'MrPink': 0, 'Bill': 0}","{'MrPink': 175, 'Bill': 0}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 210, 'Pluribus': 210}","{'Pluribus': 0, 'MrPink': 150}",{},{}
"[50, 100]","[10000, 10000]","{'Bill': 225, 'Pluribus': 225}","{'Pluribus': 150, 'Bill': 150}","{'Pluribus': 2125, 'Bill': 425}",{}
"[50, 100]","[10000, 10000]","{'MrBlue': 300, 'MrPink': 300}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 0}","{'MrBlue': 0, 'MrPink': 0}"
"[50, 100]","[10000, 10000]","{'Joe': 250, 'Bill': 250}","{'Bill': 250, 'Joe': 250}","{'Bill': 0, 'Joe': 0}","{'Bill': 1050, 'Joe': 0}"
"[50, 100]","[10000, 10000]","{'MrPink': 1300, 'Eddie': 1300}","{'Eddie': 0, 'MrPink': 0}","{'Eddie': 3975, 'MrPink': 0}",{}
"[50, 100]","[10000, 10000]","{'MrPink': 200, 'Joe': 200}","{'Joe': 450, 'MrPink': 115}",{},{}
"[50, 100]","[10000, 10000]","{'Joe': 0, 'Pluribus': 350}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 200}","{'MrBlue': 135, 'Eddie': 135}","{'MrBlue': 0, 'Eddie': 0}","{'MrBlue': 1100, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Joe': 2600, 'Bill': 2600}","{'Bill': 0, 'Joe': 0}","{'Bill': 900, 'Joe': 900}","{'Bill': 0, 'Joe': 0}"
"[50, 100]","[10000, 10000]","{'MrBlue': 225, 'MrPink': 700}",{},{},{}
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Eddie': 135}",{},{}
"[50, 100]","[10000, 10000]","{'Joe': 250, 'MrBlue': 769}",{},{},{}
"[50, 100]","[10000, 10000]","{'MrBlue': 800, 'Bill': 800}","{'MrBlue': 0, 'Bill': 0}","{'MrBlue': 900, 'Bill': 900}","{'MrBlue': 1865, 'Bill': 1865}"
"[50, 100]","[10000, 10000]","{'Eddie': 200, 'MrBlue': 200}","{'MrBlue': 0, 'Eddie': 0}","{'MrBlue': 337, 'Eddie': 337}","{'MrBlue': 0, 'Eddie': 0}"
"[50, 100]","[10000, 10000]","{'Joe': 250, 'Eddie': 250}","{'Eddie': 0, 'Joe': 0}","{'Eddie': 0, 'Joe': 0}","{'Eddie': 0, 'Joe': 0}"
